time_E Nt_E LCL_E median_E UCL_E	time_W Nt_W LCL_W median_W UCL_W
615000 17216616.0620288 16219679.2285673 22281479.0548911 33499752.2813554	615000 60501800.7862417 25671800.6202986 37783922.3495834 123802208.823963
616000 17475974.258021 16390033.8309143 22315918.7184393 33982582.7541184	616000 60294908.1201051 25658507.2865446 37790892.1166763 123136545.168778
617000 17752955.3993417 16562848.1500724 22388024.5969243 34492084.5088539	617000 60056227.5134613 25645251.554942 37801558.0171056 122382865.392554
618000 18048872.7112734 16738106.9498978 22527241.3357707 35030080.7643972	618000 59786528.5948252 25632048.6226666 37815785.7239295 121543990.909403
619000 18365191.2123804 16915799.0485474 22671594.2166958 35598609.507994	619000 59486669.9260131 25618914.8542463 37833446.3978558 120623110.326898
620000 18703549.2528862 17095918.103938 22750267.7215989 36199954.3324214	620000 59157592.3538609 25605867.7976668 37854416.4101228 119623744.660064
621000 19065783.8911949 17278463.5289977 22797230.7389609 36836680.7639963	621000 58800311.8812622 25584560.4359873 37703350.1547681 118549709.460277
622000 19453960.9262264 17463441.5543287 22840663.0542524 37509383.9192431	622000 58415912.1545495 25536822.4131233 37412584.7700816 117405074.652336
623000 19870410.6089533 17650866.4588088 22880539.2023368 38200178.6265738	623000 58005536.6659697 25489034.5431214 37127355.0645119 116194122.884784
624000 20317770.3223245 17840761.9921344 22916838.4370938 38904738.350471	624000 57570380.7697724 25441190.9396382 36847636.5290336 114921307.185926
625000 20799035.8647894 18033163.0174856 23064453.3400607 39623210.7787593	625000 57111683.6083357 25393286.6413578 36573404.9908548 113591208.683279
626000 21317623.4267514 18228117.4075451 23318595.840086 40355732.3155016	626000 56630720.0409791 25345317.581246 36304636.5979275 112208495.090338
627000 21866583.3019141 18425688.233238 23575119.5013566 41102426.7372506	627000 56128792.6628457 25297280.5572357 36041307.8159215 110777880.595175
628000 22428094.1579034 18625956.2920566 23833860.0198755 41863403.7406651	628000 55607223.9946996 25249173.2042685 35783395.4363295 109304087.704331
629000 23001446.6292471 18829023.0320376 23721466.9975703 42638757.3731268	629000 55067348.9169271 25200993.9676215 35530876.5945071 107791811.506648
630000 23586211.4207603 19035013.9388293 23571759.5930951 43428564.3374916	630000 54510507.4127046 25152742.0774576 35283728.7965674 106245686.729036
631000 24181858.2529509 19244082.4673961 23429886.0394435 44232882.1616536	631000 53938037.6764424 25104417.5245405 35327378.7423314 104670257.863072
632000 24787746.7796077 19456414.6175311 23295325.4172002 45051747.2232002	632000 53351269.6344821 25056021.0370607 35402083.6242857 103069952.550988
633000 25403117.4429834 19671590.3791059 23167598.588687 45885172.6191273	633000 52751518.9158411 25007554.0585257 35480764.2405076 101449058.334601
634000 26027082.4223245 19829196.6061488 23081938.4489315 46733145.8703895	634000 52140081.301749 24959018.7266681 35563394.3132414 99811702.7930151
635000 26658616.8632892 19926210.4217787 23078877.0271654 47595626.4510324	635000 51518227.6740145 24910417.8533333 35649950.743936 98161837.0260604
636000 27296550.6093095 20019398.0726331 23072354.8109681 48472543.1318182	636000 50887199.4740154 24861754.9053093 35701964.9691157 96626754.9863659
637000 27939560.6902396 20108651.9582111 23285083.284057 49363791.1286708	637000 50248204.6764657 24813033.9860658 35690786.1051692 95168522.22102
638000 28586164.8574355 20193864.5398435 23504363.2814742 50269229.0469906	638000 49602414.2751644 24764259.8183739 35681657.8300523 93704553.9473939
639000 29234716.4861021 20274928.5349481 23724897.2379833 51188675.6139703	639000 48950959.2717299 24715437.7277786 35674575.8344723 92238006.6563898
640000 29883401.1933321 20214035.4148873 23946533.9790298 52121906.1925555	640000 48294928.1529222 24666573.6269011 35663446.2837061 90771826.7911068
641000 30530235.5413978 20083192.1084522 24169107.7657035 53068649.0727013	641000 47635364.8375554 24617674.0005501 35532462.8245414 89308750.3553577
642000 31173068.2078873 19897420.6983255 24392437.6729727 54028581.5381551	642000 46973267.0702042 24568745.8916234 35394125.6872482 87851304.4914208
643000 31809584.0043215 19710501.0987487 24616327.0033153 55001325.7102125	643000 46309585.2358831 24519796.887784 34972209.4825313 86417891.334819
644000 32437311.1100061 19522586.6888596 24840562.7458006 55986444.1738237	644000 45645221.5675863 24471054.7298442 34567588.2912644 85040841.6018579
645000 33053631.8552027 19333834.3016642 25064915.091536 56983435.3961385	645000 44981029.7169741 24424963.8163887 34179176.066241 83717832.9352283
646000 33655797.3347909 19144403.0016552 25289137.017198 57991728.9531302	646000 44317814.6575084 24382171.9302602 33805985.0152626 82445745.5893453
647000 34240946.0585739 18954452.9685057 25512963.9491114 59010680.5863797	647000 43656332.8889247 24342643.9086602 33447114.8494976 81221690.5649513
648000 34806126.7464159 18764144.4829173 25736113.520977 60039567.1194696	648000 42997292.9120008 24306347.3819151 33101743.4233988 80042988.6037731
649000 35348325.2558937 18573637.0106297 25958285.4388628 61077581.2717389	649000 42341355.9430871 24273252.7056965 32910086.9883685 78907151.4420877
650000 35864495.4891193 18383088.3804999 26179161.4674188 62123826.4163809	650000 41689136.8387204 24243332.899295 32916513.4120917 77811865.044994
651000 36351593.9676726 18192654.0524492 26398405.5514219 63177311.3399717	651000 41041205.2018018 24216563.589705 32928507.3620927 76754974.5816693
652000 36806617.5959007 18002486.4709676 26615664.0866689 64236945.0714138	652000 40398086.6422054 24192922.9612996 32946225.9339253 75734470.9344667
653000 37226643.960829 17812734.4997687 26830566.3538713 65301531.8598417	653000 39760264.1662546 24172391.7108998 32969836.3380633 74748478.5624028
654000 37608873.3507858 17623542.9331139 27042725.1285305 66369766.3930696	654000 39128179.6711956 24154953.0080625 32999516.6021626 73795244.5631682
655000 37950671.5249921 17435052.079266 27251737.4787565 67440229.3604357	655000 38502235.522576 24136550.7041916 33035456.3352434 72873128.7979601
656000 38249612.1436446 17247397.4115124 27455687.8468968 68511423.928443	656000 37882796.1942547 24091875.941868 33077857.5601755 71980594.9606948
657000 38503517.6829667 17060709.2821965 27476305.8671456 69582208.415723	657000 37270189.9525947 24051127.8084732 33126935.621614 71116202.4880056
658000 38710497.6214827 16876238.8027894 27489807.0913589 70650958.5230434	658000 36664710.5682001 24014258.2363454 33181277.5628333 70278599.2191993
659000 38868982.6993205 16699622.1308965 27496172.1588754 71715763.9185489	659000 36066619.040316 23981223.5564823 33237599.7888262 69466514.72638
660000 38977754.1253899 16531253.6994407 27495397.3895879 72774583.9459958	660000 35476145.3207082 23951984.3573914 33295766.4358104 68678754.244492
661000 39035966.7377913 16370734.4447714 27487494.7929751 73825248.0993275	661000 34893490.0254604 23926505.3579775 33355739.3653256 67914193.1393139
662000 39043165.306556 16217694.9330564 27472491.9828485 74865457.8876644	662000 34318826.1246503 23904755.2936491 33417478.835804 67171771.8586311
663000 38999293.3965489 16071792.8119316 27450431.9988172 75892790.2498572	663000 33752300.601301 23886706.8149171 33480943.4608226 66450491.3180863
664000 38904694.470183 15932710.5294471 27421373.0365255 76904702.6705007	664000 33194036.0723281 23872336.3978399 33546090.1680029 65749408.6786783
665000 38760105.1899005 15800153.2884631 27385388.0897413 77898540.136937	665000 32644132.3654292 23861624.2657488 33588218.0790792 65067633.4776686
666000 38566641.1630031 15673847.2089483 27342564.5083346 78871544.0587958	666000 32102668.0469768 23854554.3217555 33559198.7132167 64404324.0788527
667000 38325775.6400117 15553537.6742918 27293003.4770738 79820863.2476131	667000 31569701.8969932 23851114.0916111 33534705.4821731 63758684.4118349
668000 38039311.9171218 15438987.8408603 27236819.4209757 80743567.0238362	668000 31045274.3281955 23851294.6765443 33514808.8379122 63129960.9731935
669000 37709350.390746 15329977.2927056 27174139.3436429 81636660.4820333	669000 30529408.746919 23855090.7157671 33499584.36707 62517440.0652738
670000 37338251.3582421 15226300.8256157 27105102.1056174 82497101.9026302	670000 30022112.8544469 23862500.3583864 33489113.0362099 61920445.2508775
671000 36928594.7483407 15127767.3466802 27029857.6502541 83321822.2505375	671000 29523379.8879165 23873525.2445127 33483481.4567628 61338335.0043424
672000 36483137.9962982 15034198.8772367 26948566.1849718 84107746.6484549	672000 29033189.8005236 23888170.4954069 33482782.1711981 60770500.5414887
673000 36004773.2551597 14945429.6485407 26861397.3259672 84851817.6566423	673000 28551510.3812318 23906444.7125506 33557133.8447757 60251735.3904247
674000 35496485.0617955 14861305.2807756 26768529.2145851 85551020.1330462	674000 28078298.3146022 23928359.9855729 33693547.7817622 59771498.9425812
675000 34961309.4632487 14781682.0371274 26670147.6135265 86202407.3896947	675000 27613500.1817098 23953931.9090107 33836159.5601283 59305377.4195396
676000 34402295.4656115 14706426.1456172 26566444.9909494 86803128.3052982	676000 27157053.4034015 23983179.607922 33985122.9838006 58852879.7127268
677000 33822469.5050147 14635413.1822265 26457619.6002869 87350455.002287	677000 26708887.1273949 24016125.7724178 34140600.977389 58413538.1061322
678000 33224803.4689583 14568527.5095911 26343874.5632825 87841810.6514333	678000 26268923.0609035 24052796.7012199 34302766.0934179 57986906.888093
679000 32612186.6257472 14505661.7661852 26225070.1468193 88274796.9310722	679000 25837076.2506301 24093222.3543969 34471801.0604835 57572561.0597468
680000 31987401.6583227 14446716.4014901 26101025.7445387 88647220.6429328	680000 25413255.8120857 24137436.4154759 34647899.3759454 57170095.1323527
681000 31353104.8525861 14391308.4945634 25971959.079381 88957118.9745881	681000 24997365.6102699 24173143.2614018 34831265.9471515 56779122.0063899
682000 30711810.363747 14338838.4425509 25838090.521085 89202782.9010137	682000 24589304.8938069 24211638.582249 35022117.7856277 56399271.9259833
683000 30065878.379805 14289219.9964643 25699641.866053 89382778.2356086	683000 24188968.8846623 24254499.9805531 35220684.7591532 56030191.5027784
684000 29417506.9198334 14242382.3316911 25556835.5490274 89495963.8745738	684000 23796249.3255711 24301757.6503504 35427210.4071905 55671542.8039072
685000 28768726.9457404 14198259.7843797 25409893.8940243 89541506.8273418	685000 23411034.9873039 24353447.2261113 35641952.8257548 55323002.4991514
686000 28121400.4280417 14156791.592777 25259038.407534 89518893.6886602	686000 23038480.1930018 24409609.8419257 35865185.6285083 54984261.062834
687000 27477220.9865639 14117921.6616348 25104489.1163637 89427938.2831187	687000 22683992.109581 24470292.2092773 36097198.991649 54655022.0263474
688000 26837716.7231321 14081598.3479279 24946463.9518934 89268785.297898	688000 22346463.4469716 24507212.9088235 36338300.7910545 54335001.2775757
689000 26204254.8722517 14047774.2663147 24785178.1819301 89041909.8113307	689000 22024870.3683771 24544735.3226944 36588817.8411571 54023926.4037781
690000 25578047.914643 14016406.1129381 24620843.8908019 88748112.7201421	690000 21718273.5626645 24586421.907824 36849097.2461686 53721536.0747857
691000 24960160.8245109 13987454.5063238 24453669.5078263 88388512.16346	691000 21425809.8218227 24632313.1191045 37119507.8755874 53427579.4636209
692000 24351519.1521855 13960883.8442665 24284221.8988489 87964531.1332954	692000 21146684.6106017 24682454.4456912 37400441.9774079 53141815.7018833
693000 23752917.6771574 13936662.1757221 24117174.381187 87477881.5458872	693000 20880165.4948144 24736896.5273152 37637226.239695 52864013.367458
694000 23165029.4008245 13914761.0868412 23953738.4841123 86940004.9478582	694000 20625576.3149436 24795695.2873639 37688545.4739261 52593950.0022983
695000 22588414.6821056 13895155.6003816 23793717.6366189 86398178.8963135	695000 20382292.0084922 24779159.8779288 37740344.4863997 52331411.6582088
696000 22023530.3514343 13877824.0878358 23636930.091286 85858676.5759514	696000 20149733.9985665 24717921.5126622 37792709.9335703 52481739.2429921
697000 21470738.6687909 13862748.1937009 23483207.8101668 85321595.6426899	697000 19927366.0779728 24660670.1820948 37845733.0629616 52663053.0642366
698000 20930316.0189098 13849912.7714004 23332395.4467537 84787029.1623546	698000 19714690.728037 24607367.3323225 37899509.8694237 52847929.9068922
699000 20405138.69516 13839305.8304461 23184349.4141612 84255065.5620298	699000 19511245.8197478 24557979.0041888 37954141.2625198 53036309.3241216
7e+05 19913414.5885721 13830918.4945056 23038937.0308348 83725788.6048562	7e+05 19316601.6519311 24512475.7825028 38009733.2461056 53228132.1185237
701000 19455736.4566325 13824744.970108 22896035.7361056 83199277.3865854	701000 19130358.2872084 24470832.7597604 38066397.1112572 53423340.2298824
702000 19029055.2074133 13820782.5257918 22755532.3687951 82675606.3521805	702000 18952143.1516445 24433029.5143655 38124249.6438107 53689619.5539306
703000 18630686.774644 13819031.4815645 22617322.5028447 82154845.3307458	703000 18781608.86839 24399050.1034387 38183413.3478897 54042676.6781114
704000 18258259.5868609 13819495.2086077 22481309.8346179 81637059.5870838	704000 18618431.2994054 24368883.0703966 38244016.6869229 54396380.5893431
705000 17909670.8806404 13822180.1392263 22347405.6171168 81122309.8882091	705000 18462307.7725932 24342521.4675819 38306790.4658507 54750670.6223847
706000 17583050.1697934 13827095.787106 22215528.1368709 80610652.5831886	706000 18312955.4744618 24319962.8943282 38372765.2151632 55105485.1284187
707000 17276728.5409931 13834254.7780059 22085602.2297129 80102139.6947379	707000 18170109.9908621 24301209.550951 38442077.1097289 55460761.526605
708000 16989212.7214319 13843672.8910817 22104041.0970314 79596819.0210637	708000 18033523.9804235 24286268.3092712 38514859.4085642 55816436.3580845
709000 16719163.0768034 13855369.1111005 22136360.1350983 79094734.2465158	709000 17902965.9671359 24275150.8004029 38591252.0862645 56172445.3422919
710000 16465374.8635329 13869365.6918836 22171812.3824193 78595925.0596887	710000 17778219.240098 24267873.5206685 38671402.2553443 56528723.4354239
711000 16226762.1890319 13885688.2313818 22210595.3097892 78100427.2776965	711000 17659080.8498306 24264457.9566536 38755464.6219933 56885204.8908901
712000 16002344.2362149 13904365.7588731 22252918.1665938 77608272.9754259	712000 17545360.6917541 24264930.7305681 38843601.9783278 57241823.3215577
713000 15791233.3898651 13925430.8348507 22299002.891139 77119490.6186605	713000 17436880.6684817 24269323.7672628 38935985.7345419 57598511.7635857
714000 15592624.9673936 13948919.6642628 22153085.5545539 76634105.2000528	714000 17333473.9235028 24277674.4844379 39032796.494741 57955202.7416268
715000 15405788.3086987 13974872.2238609 21980081.5300805 76152138.3770074	715000 17234984.1396417 24290026.0078017 39134224.6806469 58311828.3351626
716000 15230059.0219339 14003332.4045182 21810151.7140752 75673608.6106211	716000 17141264.8963912 24306427.4131764 39240471.2078376 58668320.2457221
717000 15064832.2161567 14034348.1694955 21643172.6252749 75198531.3049053	717000 17052179.0808527 24326933.9978184 39351748.2197098 59024609.8647203
718000 14909556.5796712 14067971.7297562 21479029.406022 74726918.9455985	718000 16967598.3475678 24351607.5835267 39468279.8849476 59380628.3416447
719000 14763729.185691 14104259.7375721 21317615.1804222 74258781.237946	719000 16887402.6230256 24377850.874659 39590303.2649539 59736306.6523018
720000 14626890.9257016 14143273.4998112 21158830.4640904 73794125.2429003	720000 16811479.6510629 24408865.4980182 39718069.258464 60091575.6668334
721000 14498622.4864084 14185079.2124721 21002582.6207691 73332955.5112577	721000 16739724.5757684 24445111.0966003 39851843.6314259 60449377.0169123
722000 14378540.7990083 14229748.2182137 20848785.3616067 72875274.2153167	722000 16672039.5588469 24486729.7921179 39991908.1412163 60808383.2492501
723000 14266295.9002348 14277357.2888415 20697358.2833172 72421081.2776948	723000 16608333.4287108 24533878.1884227 40136544.8229568 61165492.5029506
724000 14161568.1535802 14327988.9349438 20548226.4418331 71970374.4970015	724000 16548521.3588431 24586728.5951924 40280946.6125025 61520606.1688077
725000 14064065.7866144 14381731.7451379 20401319.9584056 71592194.7653239	725000 16492524.5732254 24645470.4051802 40424763.3447686 61872422.5204268
726000 13973522.706651 14424621.2205524 20256573.6554078 71260931.0602403	726000 16440270.0768489 24708885.9219572 40567853.1603816 62214052.1348733
727000 13889696.562369 14465678.9388791 20113926.7193671 70928637.5255084	727000 16391690.4095252 24775122.2654276 40710068.6636149 62544060.0962589
728000 13812367.0235406 14505436.2726525 19973322.3889908 70595185.6594991	728000 16346723.4213995 24846599.3053794 40851257.0007888 62862027.2263325
729000 13741334.2548919 14543787.0069872 19834707.6661615 70260458.9473974	729000 16305312.0687309 24923483.6203467 40984060.0715004 63167543.5225746
730000 13676417.5634351 14580667.1233662 19698033.0480701 69924353.8500789	730000 16267404.228655 25005956.0183261 41059965.0173081 63462515.8310813
731000 13617454.2014577 14616013.2145369 19563252.2788196 69586780.6857313	731000 16232952.5317806 25094212.7357483 40973896.5427376 63749499.2384433
732000 13564298.30981 14649762.6339128 19430322.1189878 69247664.3886765	732000 16201914.2115977 25188466.7764183 40801725.8217705 64024295.5748278
733000 13516819.9882582 14681853.6472333 19299202.1317703 68906945.131733	733000 16174250.9697875 25288949.4090776 40631081.9069092 64286541.2563441
734000 13474904.4815273 14712225.5858981 19169854.4844468 68564578.8007301	734000 16149928.8566303 25395911.8451943 40461934.3089354 64535883.8263386
735000 13438451.4712809 14740819.0013584 19073062.4576449 68220537.3123912	735000 16128918.1658076 25509627.1220694 40294253.542825 64771983.0642397
736000 13407374.4657165 14767575.8199136 18985097.4973222 67874808.7696773	736000 16111193.3429822 25630392.2204799 40128011.0902266 64994512.0806165
737000 13381600.2797284 14792439.4972398 18898443.791614 67527397.4517255	737000 16096732.9076275 25758530.450981 39963179.363491 65203158.3923371
738000 13361068.5997292 14745163.4426855 18813106.2339662 67178323.6386551	738000 16085519.3876576 25894394.148839 39799731.6711793 65397624.9716302
739000 13345731.628249 14685799.5004945 18729090.4550999 66827623.2746389	739000 16077539.2664837 26038367.7245649 39988671.7084301 65577631.2628195
740000 13335553.8043758 14626303.2433667 18646402.7837325 66475347.475664	740000 16072782.9421981 26190871.125425 40284900.0408131 65742914.1605304
741000 13330511.5969662 14566658.4213374 18565050.2113849 66121561.8912319	741000 16071244.6986534 26178656.3247051 40982918.8885955 65893228.9432473
742000 13330593.3683758 14506849.4019982 18485040.3610927 65766345.9318091	742000 16072922.6882753 26141857.960234 41812026.3109599 66028350.1562402
743000 13335799.3072313 14446861.2124905 18406381.4598544 65409791.876043	743000 16077818.9265126 26107485.7896911 42677211.0734731 66148072.4380839
744000 13346141.4295195 14386679.5798817 18329082.3146601 65052003.8735733	744000 16085939.2978912 26075533.2389503 43581250.7911511 66252211.2852461
745000 13361643.6480041 14326290.969717 18253152.2919568 64693096.8606339	745000 16097293.5737098 26045995.1743062 44527289.7924372 66340603.7495425
746000 13382341.9107203 14265682.6225457 18178601.3004183 64333195.4065561	746000 16111895.4414721 26018867.9025081 45518904.3584885 66413109.0636263
747000 13408284.4100482 14204842.5882264 18105439.7768978 63972432.5097221	747000 16129762.5462256 25994149.1729746 46355240.0675213 66469609.1901069
748000 13439531.8646425 14143759.7578275 18033678.6754523 63610948.3615189	748000 16150916.5440379 25971838.1822094 46889732.212162 66510009.290364
749000 13476157.8773145 14082423.8929492 17963343.343681 63248889.0964065	749000 16175383.1679144 25951935.5804394 47423092.9467033 66534238.1096459
750000 13518249.3728332 14020825.652306 17913429.7383547 62886405.545402	750000 16203192.3065346 25934443.4805072 47954811.0154281 66542248.2755958
751000 13565907.1205569 13958924.1078037 17873473.6178027 62523652.009136	751000 16234378.0962593 25919365.4690537 48838186.6765358 66534016.5079432
752000 13619246.3478392 13887708.2533668 17835984.9441086 62160785.0652133	752000 16268979.0269405 25906706.6200354 49870974.047672 66509543.7377156
753000 13678397.4512962 13816993.1236059 17800936.7525823 61797962.4229735	753000 16307038.0621537 25896638.2914107 50946759.4077669 66901372.7711091
754000 13743506.8142988 13746836.1302035 17768304.2662046 61435341.8369631	754000 16348602.7745616 25889565.0216134 52069006.0374656 67322908.6011523
755000 13814737.7404909 13678555.9838755 17738064.8478497 61073080.0885549	755000 16393725.497217 25885499.6393388 52447799.9182255 67753001.8022557
756000 13892271.5147669 13612643.1184055 17710197.9574688 60711332.043244	756000 16442463.4917185 25884438.588801 52712554.1575348 68193158.8162372
757000 13976308.605003 13549028.6985433 17684685.1140755 60350249.7892719	757000 16494879.1342477 25886380.6640511 52972454.2089686 68645013.4936775
758000 14067070.0199744 13487647.5612682 17661509.8623886 59989981.8614101	758000 16551040.120642 25891327.0030507 53227132.0341997 69110334.8588343
759000 14164798.841357 13428438.0132809 17613314.7969086 59630672.5520362	759000 16611019.6917934 25899281.086671 53013379.4866341 70621213.2177736
760000 14269761.9505744 13371341.6431169 17533508.5045266 59272461.3100601	760000 16674896.8808149 25910248.7425978 52757197.0876609 72689568.6528445
761000 14382251.9745764 13316303.1467288 17455742.21358 58915482.2268544	761000 16742756.7835817 25924238.1541423 52492603.6415911 74867816.0373939
762000 14502589.4785335 13263270.1654927 17379973.5645543 58559863.6071083	762000 16814690.8544357 25941259.8739791 52219907.7247621 77163607.3899907
763000 14631125.4379964 13212193.1356895 17306161.837797 58205727.621473	763000 16890797.2290468 25961326.8428502 51967954.7356939 79585157.2648254
764000 14768244.0284558 13163025.1485938 17234267.8902585 57853190.0370014	764000 16971181.0766469 25984454.4132958 51906071.4229119 82650843.8090945
765000 14914365.776604 13115721.8203866 17164254.0955788 57502360.0206956	765000 17055954.9841043 26010660.3784939 51833235.6634781 85891138.831206
766000 15069951.1251561 13070241.1711714 17096084.287333 57153089.2384888	766000 17145239.3745828 26039965.0063078 51749483.5803661 89307669.6403635
767000 15235504.4720948 13026543.5124415 17029723.7052631 56785232.015499	767000 17239162.9638451 26072391.0786675 51654866.0444609 92911801.5530376
768000 15411578.7559743 12984591.3424006 16965073.0893909 56399830.2893268	768000 17337863.2576054 26107963.9364289 51549448.6843159 96715626.6646004
769000 15598780.6718506 12944349.2485923 16901829.2538752 56047618.0280417	769000 17441487.09373 26146711.5298793 51433311.839969 100731986.086512
770000 15797776.6180009 12905783.8173402 16839936.4091365 55667041.7578857	770000 17550191.2335255 26188664.4750824 51306574.8343326 104974484.514774
771000 16009299.4924698 12868863.5495449 16779369.6712411 55259460.984608	771000 17664143.0068486 26233856.1162806 51170308.3094165 109457494.117821
772000 16232533.3665716 12833558.7824209 16720104.9555361 54826295.0250705	772000 17783521.0163343 26282322.5945995 51025100.5347898 114196143.929681
773000 16457744.4587217 12799841.6167939 16653609.60398 54369011.7679255	773000 17908515.9066715 26334102.9233271 50871044.1558176 119206289.954485
774000 16682959.8416134 12767685.8496121 16486881.6387642 53889116.5314922	774000 18039331.205573 26389239.070072 50708244.5626277 124504460.002745
775000 16907919.8602622 12737066.9113525 16322102.2263908 53388141.1565676	775000 18176184.2439046 26447776.0461348 50536819.6404725 130107765.860765
776000 17132351.0632882 12705001.6932147 16159380.0713342 52867633.4584824	776000 18319307.1633637 26509762.0034632 50356899.4666882 136033773.718732
777000 17355966.3275656 12668202.9856956 15998812.2370803 52329147.1476726	777000 18468948.021157 26575248.3395975 50168625.9563294 142300321.837544
778000 17578465.075201 12632298.6345104 15840484.7231935 51774232.3119113	778000 18625372.0023362 26644289.8110522 49972152.458968 148925272.225418
779000 17799533.5899091 12597287.4383757 15684473.0521466 51204426.536674	779000 18788862.7518322 26716944.6556243 49767643.3095192 155926180.661362
780000 18018845.4394922 12563169.9238791 15530842.8598267 50621246.7233717	780000 18959723.8398192 26793274.7241635 49555273.3363055 163319866.833578
781000 18236062.0106192 12529948.2624877 15379650.4844033 50026181.6488221	781000 19138280.3758628 26873345.62239 49335227.3298638 171121863.823771
782000 18450833.1614414 12497626.1912602 15230943.5489769 49420685.2937136	782000 19324880.7894114 26957226.8634022 49107699.4762676 179345723.94134
783000 18662797.9967523 12466208.9372928 15149054.8626487 48806170.9532513	783000 19519898.79662 27044992.0315739 48872892.7589415 188002156.42639
784000 18871585.7694056 12435703.1459274 15124293.3955009 48184006.1299069	784000 19723735.5763094 27136718.9586066 48631018.3331204 197097972.43217
785000 19076816.9105408 12376098.9875913 15100010.5606382 47555508.1963794	785000 19936822.1811287 27232489.9125736 48382294.8772181 206634814.854082
786000 19278104.1898281 12309968.2943531 15076202.1964883 46921940.8066259	786000 20159622.2137914 27332391.8008699 48126947.9254451 216607656.176131
787000 19475054.005449 12248230.3006531 15052864.2920648 46284511.0241778	787000 20392634.8026878 27436516.388067 47865209.1860407 227003058.042459
788000 19667267.8018758 12190887.9497431 15029992.9840069 45644367.1299181	788000 20636397.9163637 27544960.5297653 47597315.8494612 237797203.467288
789000 19854343.6117254 12137720.9218731 15007584.5537513 45002597.0659963	789000 20891492.062443 27657826.4236394 47323509.8908043 248953738.290576
790000 20035877.7160623 12088530.7447144 14985635.4248327 44360227.4685283	790000 21158544.4237302 27775221.8789834 47044037.3706464 260421494.23537
791000 20211466.41553 12043138.3929699 14964142.1603091 43718223.2390413	791000 21438233.4926803 27897260.6061905 46759147.7383244 272132212.468186
792000 20380707.9026458 12001382.2164666 14943101.4603073 43080354.2053241	792000 21731294.2754258 28024062.5277349 46469093.1415218 283998442.981694
793000 20543204.2235262 11963116.1461079 14922510.1596858 42458217.1631806	793000 22038524.1484331 28155754.112379 46174127.7458101 295911857.737309
794000 20698563.3152654 11928208.1358599 14902365.2258109 41839813.0870231	794000 22360789.4650175 28292468.7344949 45874507.067569 307742276.747908
795000 20846401.1032169 11881306.252445 14882663.7564436 41224952.8482597	795000 22699033.0258767 28434347.0605765 45570487.3234509 319337753.810562
796000 20986343.6405711 11772008.5488667 14863402.977734 40614268.1692248	796000 23054282.5481222 28581537.4652232 45262324.7992896 330526085.369665
797000 21118029.27093 11669029.5946609 14844580.2423201 40008358.4957338	797000 23427660.291771 28734196.479109 44950275.241068 341118071.990469
798000 21241110.7931109 11572053.7055923 14826193.0275284 39407769.3669425	798000 23820394.0322669 28892489.2717018 44634593.270265 350912758.303256
799000 21355257.6062037 11480791.7500192 14808238.9336743 38812994.5209312	799000 24233829.6035667 29056590.1717861 44315531.8256098 359704692.989528
8e+05 21460157.8120132 11394978.69882 14790715.6824586 38224478.1215483	8e+05 24669445.2801874 29226683.2291574 43993341.6329696 367292990.264302
801000 21555520.2514749 11314371.4569468 14773621.1154599 37642617.0733114	801000 25128868.3203617 29394335.8717773 43668270.7048022 373491666.013592
802000 21641076.451479 11238746.9404938 14755658.3767609 37067763.3944926	802000 25613894.0586105 29548095.119067 43340563.8703163 378140417.593964
803000 21716582.4587885 11167900.3684383 14722762.2706688 36500226.6217857	803000 26124193.1212405 29703183.9122932 43010462.3371997 381114786.367164
804000 21781820.5384253 11101643.7426345 14690373.9085213 35940276.2231173	804000 26650430.1300699 29859593.5223698 42678203.2855061 382334557.288081
805000 21836600.715008 11039804.4933727 14658486.3417549 35388143.9981848	805000 27191814.5105757 30017314.2785954 42344019.4940337 381769358.819379
806000 21880762.1370699 10982224.2709666 14627092.8170525 34844026.4491602	806000 27748892.8588032 30176335.5390698 42008138.9992887 379440733.794215
807000 21914174.2463296 10928757.8665113 14596186.7708614 34308087.1066515	807000 28322234.3601837 30336645.6607406 41670784.7868996 375420409.061578
808000 21936737.7362149 10879272.2472304 14565761.8241225 33780458.7984781	808000 28912431.7565717 30498233.6889578 41332174.515142 369825006.390163
809000 21948385.286597 10833645.6937755 14535811.7772018 33261245.8510579	809000 29520102.3474666 30661661.245491 40992520.270045 362807899.278815
810000 21949082.0646378 10778575.7268629 14506330.6050155 32750526.2152476	810000 30145889.0251199 30827359.1759425 40652028.3513792 354549236.242686
811000 21938825.9848149 10726164.9849442 14477312.4523423 32248353.510305	811000 30790461.3429169 30995290.0262783 40310899.0886758 345245270.116973
812000 21917647.724509 10677684.2083022 14448751.6293128 31754758.9812746	812000 31454516.616061 31165416.2702414 39969326.6862946 335098057.408997
813000 21885610.4949359 10633032.0567468 14420642.6070719 31269753.366538	813000 32138781.0531503 31331705.060048 39627499.0964452 324306368.670301
814000 21842809.5706107 10592116.3797305 14392980.0136049 30793328.6735295	814000 32844010.9167302 31248920.3711253 39285597.9189701 313058350.558651
815000 21789371.5838624 10554853.7190965 14365758.6297225 30325459.8617072	815000 33570993.7103134 31113495.896833 38943798.3266218 301526172.997477
816000 21725453.5941073 10521168.8662984 14338973.3851969 29866106.432808	816000 34320549.3886646 30955438.7758779 38602269.0145038 289862633.679446
